lemma,pos,cefr_level,frequency_rank
двести,num,A1,3174
вчерашний,adj,A2,3175
икона,n,B2,3176
последовательность,n,B2,3177
ботинок,n,A1,3178
добавлять,v,B1,3179
шоу,n,B1,3180
шутить,v,A2,3181
храниться,v,B1,3182
батальон,n,C2,3183
показание,n,B2,3184
повесить,v,B1,3185
специальность,n,B1,3186
трогать,v,B1,3187
холодильник,n,A1,3188
стих,n,B1,3189
училище,n,B2,3190
копейка,n,A1,3191
раненый,n,C1,3192
взор,n,C2,3193
контора,n,C1,3194
исход,n,C2,3195
террорист,n,B1,3196
чемодан,n,A1,3197
подводить,v,B2,3198
пес,n,B2,3199
инвалид,n,B2,3200
соблюдать,v,B1,3201
покачать,v,C1,3202
натура,n,C2,3203
приглашение,n,A2,3204
распространяться,v,B2,3205
комиссар,n,C2,3206
вслух,adv,A2,3207
младенец,n,B1,3208
употреблять,v,B1,3209
баланс,n,B2,3210
подозрение,n,B2,3211
едва ли,mwe,C2,3212
виза,n,A1,3213
универсальный,adj,B2,3214
морда,n,B2,3215
размышлять,v,B2,3216
постановка,n,B2,3217
внимательный,adj,B2,3218
сражение,n,B2,3219
фрагмент,n,B2,3220
дыра,n,B1,3221
ценить,v,B2,3222
уверенно,adv,B1,3223
торговать,v,B1,3224
занятый,adj,B1,3225
подвал,n,B2,3226
ложный,adj,B2,3227
привлекательный,adj,B2,3228
семейство,n,C1,3229
плита,n,A1,3230
атомный,adj,B2,3231
по-видимому,adv,C1,3232
заслуживать,v,B2,3233
проход,n,A1,3234
разрушение,n,B2,3235
хор,n,B2,3236
рукав,n,B1,3237
девица,n,C1,3238
социализм,n,B2,3239
атаковать,v,B2,3240
шеф,n,B2,3241
располагать,v,C1,3242
столовая,n,A1,3243
секретный,adj,B2,3244
посещение,n,B2,3245
выводить,v,C1,3246
симпатичный,adj,B1,3247
продаваться,v,B2,3248
сделаться,v,C1,3249
предупреждать,v,B1,3250
направляться,v,B2,3251
на фоне,mwe,B2,3252
благоприятный,adj,C1,3253
палка,n,B1,3254
выдающийся,adj,B2,3255
рай,n prop,B2,3256
бровь,n,B1,3257
переводчик,n,A1,3258
обещание,n,B2,3259
равновесие,n,B2,3260
следователь,n,B2,3261
со временем,mwe,C1,3262
посольство,n,A2,3263
бесполезный,adj,B1,3264
нить,n,B2,3265
бабка,n,C1,3266
быт,n,B2,3267
мастерская,n,B1,3268
приезд,n,B1,3269
подводный,adj,B1,3270
треть,n,B1,3271
планирование,n,B2,3272
за исключением,prep,B2,3273
пророк,n,C1,3274
возражать,v,B1,3275
оао,n,C1,3276
пачка,n,A2,3277
бизнесмен,n,B2,3278
поначалу,adv,C1,3279
знамя,n,C1,3280
беспокоить,v,B1,3281
частично,adv,B2,3282
библия,n,B2,3283
производительность,n,B2,3284
плоть,n,C2,3285
настройка,n,B2,3286
ветвь,n,B2,3287
духи,n,B1,3288
неоднократно,adv,B2,3289
грамм,n,A1,3290
печь,n,A1,3291
жуткий,adj,B2,3292
изначально,adv,C2,3293
скрытый,adj,C1,3294
такси,n,A1,3295
сиять,v,C1,3296
соль,n,A1,3297
прочь,adv,C2,3298
сметь,v,C2,3299
консультация,n,B1,3300
бросаться,v,B2,3301
брюки,n,A1,3302
придерживаться,v,B2,3303
районный,adj,B2,3304
увеличиваться,v,A2,3305
приветствовать,v,B1,3306
засмеяться,v,A2,3307
сперва,adv,C1,3308
вражеский,adj,B2,3309
в основном,adv,B2,3310
китаец,n,A1,3311
засыпать,v,A1,3312
платок,n,B1,3313
просыпаться,v,A2,3314
рак,n,B2,3315
программист,n,B1,3316
таинственный,adj,B2,3317
охранник,n,B1,3318
наряду,adv,C2,3319
коллективный,adj,B2,3320
видео,n,A1,3321
биологический,adj,B2,3322
футбол,n,A1,3323
признаваться,v,B2,3324
вступление,n,B2,3325
бред,n,C1,3326
миля,n,C1,3327
проклятый,adj,C1,3328
трудиться,v,A2,3329
порода,n,B2,3330
в пределах,mwe,B2,3331
посторонний,adj,A1,3332
курица,n,A1,3333
грустный,adj,A2,3334
чистота,n,B1,3335
либеральный,adj,B2,3336
бумажный,adj,B1,3337
отрезать,v,B2,3338
происшествие,n,B1,3339
обширный,adj,B2,3340
стучать,v,A2,3341
шоссе,n,B1,3342
яма,n,B1,3343
ножка,n,B1,3344
подлежать,v,B2,3345
идиот,n,B2,3346
выплата,n,B2,3347
создатель,n,C2,3348
соблюдение,n,B1,3349
плен,n,B2,3350
скрываться,v,C1,3351
снимок,n,B2,3352
ложка,n,A1,3353
топливо,n,B2,3354
рождаться,v,B1,3355
ковер,n,A2,3356
еле,adv,B2,3357
громадный,adj,B1,3358
магия,n,B2,3359
сражаться,v,C1,3360
по-другому,adv,A2,3361
заметка,n,B1,3362
финал,n,B1,3363
избиратель,n,B1,3364
бессмысленный,adj,B2,3365
среднее,n,B1,3366
счесть,v,B2,3367
галерея,n,B2,3368
строительный,adj,B2,3369
монета,n,A2,3370
финансы,n,B2,3371
жидкость,n,B2,3372
несчастье,n,B2,3373
молодой человек,mwe,A1,3374
полгода,n,A1,3375
слышно,adv,A2,3376
голосовать,v,B1,3377
во всяком случае,mwe,B2,3378
фундаментальный,adj,B2,3379
увеличивать,v,A2,3380
столб,n,C1,3381
жених,n,B1,3382
защитник,n,B2,3383
автоматический,adj,B1,3384
специфический,adj,B2,3385
гнать,v,C2,3386
вирус,n,B1,3387
присущий,adj,C2,3388
бурный,adj,B2,3389
охранять,v,B1,3390
плотный,adj,B2,3391
мыть,v,A1,3392
повлиять,v,B2,3393
загадка,n,A2,3394
забавный,adj,B2,3395
безумный,adj,C1,3396
творить,v,C1,3397
минус,n,A2,3398
отходить,v,A2,3399
доза,n,C1,3400
сводить,v,C1,3401
жалкий,adj,C1,3402
резерв,n,C1,3403
облик,n,C2,3404
исполнитель,n,B2,3405
проехать,v,A2,3406
популярность,n,B1,3407
смешно,adv,A2,3408
наслаждаться,v,B2,3409
диплом,n,B1,3410
цепочка,n,B2,3411
в большинстве,mwe,B2,3412
автомобильный,adj,A2,3413
мораль,n,B2,3414
мусор,n,A2,3415
арест,n,B2,3416
юрист,n,B1,3417
формироваться,v,B2,3418
борода,n,B1,3419
пропаганда,n,B2,3420
тариф,n,B2,3421
беседовать,v,B2,3422
нефтяной,adj,B2,3423
подробный,adj,B1,3424
разделение,n,B2,3425
терпение,n,B1,3426
повторяться,v,B2,3427
должно быть,mwe,B2,3428
шапка,n,A1,3429
робот,n,B2,3430
худой,adj,A2,3431
рядовой,adj,C1,3432
отбор,n,B2,3433
усталость,n,B1,3434
старушка,n,B2,3435
полюбить,v,A2,3436
время от времени,mwe,C1,3437
выделять,v,B1,3438
искренний,adj,B2,3439
дежурный,adj,B1,3440
рыцарь,n,C2,3441
отрицать,v,B2,3442
выделяться,v,B2,3443
частица,n,B1,3444
динамика,n,B2,3445
педагог,n,B2,3446
в последнее время,adv,B2,3447
всерьез,adv,C2,3448
локоть,n,B1,3449
свойственный,adj,B2,3450
звено,n,B2,3451
заслуга,n,C1,3452
продемонстрировать,v,B2,3453
чуть-чуть,adv,A2,3454
преобразование,n,C1,3455
регулирование,v,B2,3456
испортить,v,B1,3457
формальный,adj,B2,3458
гостиная,n,A2,3459
прятаться,v,B2,3460
шок,n,B2,3461
тур,n,B1,3462
бандит,n,B2,3463
наслаждение,n,B2,3464
уступать,v,B2,3465
законопроект,n,C1,3466
близость,n,B1,3467
туча,n,B1,3468
главным образом,adv,B2,3469
гитара,n,B1,3470
видеться,v,B2,3471
даже если,mwe,B2,3472
балкон,n,A2,3473
позитивный,adj,B1,3474
объясняться,v,B2,3475
щит,n,B2,3476
догадываться,v,B2,3477
спокойствие,n,B2,3478
тыл,n,C1,3479
привлечение,n,C1,3480
недвижимость,n,B1,3481
выпускник,n,B2,3482
монах,n,C1,3483
поцелуй,n,A2,3484
прощение,n,A2,3485
обвинять,v,B2,3486
чемпионат,n,A2,3487
собственник,n,B2,3488
артиллерия,n,C1,3489
доставка,n,B1,3490
невольно,adv,C2,3491
оттенок,n,B2,3492
иск,n,B2,3493
напряженный,adj,B2,3494
приз,n,B2,3495
поступление,n,B2,3496
действительный,adj,B2,3497
гипотеза,n,B2,3498
постоять,v,C2,3499
командовать,v,B2,3500
колония,n,B2,3501
ввиду,adpos,C1,3502
маг,n,B2,3503
отъезд,n,B1,3504
не в состоянии,mwe,C1,3505
размещение,n,B2,3506
пожалеть,v,B2,3507
ранить,v,B2,3508
уверять,v,C2,3509
театральный,adj,B1,3510
лозунг,n,C1,3511
разглядывать,v,C1,3512
страхование,n,B2,3513
пот,n,A2,3514
по мнению,mwe,B2,3515
развлечение,n,B1,3516
надолго,adv,B2,3517
пребывать,v,C2,3518
папка,n,B1,3519
юность,n,B2,3520
посуда,n,A1,3521
сформировать,v,C1,3522
стрелка,n,A2,3523
принципиальный,adj,B2,3524
доставлять,v,B1,3525
сорт,n,B1,3526
кровавый,adj,B2,3527
фаза,n,B2,3528
турнир,n,B2,3529
фашист,n,B2,3530
звездный,adj,B1,3531
ванная,n,A1,3532
заканчивать,v,A2,3533
противоречить,v,C1,3534
проспект,n,A1,3535
восприниматься,v,B2,3536
темно,adv,A1,3537
стойка,n,C1,3538
предлагаться,v,B2,3539
полдень,n,A2,3540
грузовик,n,B1,3541
мыслить,v,B2,3542
стрельба,n,C1,3543
уставиться,v,C1,3544
править,v,C1,3545
болото,n,B2,3546
контрольный,adj,B2,3547
авария,n,A2,3548
интеллект,n,B2,3549
захват,n,C1,3550
перечень,n,C1,3551
послышаться,v,C1,3552
сохраняться,v,B2,3553
расходиться,v,C1,3554
инстинкт,n,B2,3555
обсуждаться,v,B1,3556
дорожный,adj,B1,3557
строчка,n,A2,3558
возглавлять,v,B2,3559
раса,n,B2,3560
классный,adj,B1,3561
побережье,n,B2,3562
крышка,n,A2,3563
желудок,n,B2,3564
ведро,n,B1,3565
тактика,n,C2,3566
нуль,n,B2,3567
молния,n,B1,3568
японец,n,A1,3569
стеклянный,adj,B1,3570
чеченский,adj,B1,3571
тезис,n,B2,3572
вносить,v,B1,3573
плащ,n,B1,3574
значимый,adj,C1,3575
принадлежность,n,B2,3576
рухнуть,v,C1,3577
возрастать,v,B2,3578
важность,n,B2,3579
заболеть,v,A2,3580
суждение,n,C1,3581
компенсация,n,B2,3582
командующий,n,C1,3583
облегчение,n,B2,3584
словом,adv,C2,3585
валяться,v,C1,3586
христианство,n,B1,3587
поставщик,n,B2,3588
недовольный,adj,B2,3589
наблюдатель,n,B2,3590
казак,n,C1,3591
пользование,n,C1,3592
рукопись,n,C1,3593
меню,n,A2,3594
платеж,n,B1,3595
таблетка,n,A2,3596
смелый,adj,B1,3597
удерживать,v,B2,3598
изготовление,n,B2,3599
медаль,n,B2,3600
языковой,adj,A2,3601
ведомство,n,C1,3602
беспокойство,n,B2,3603
педагогический,adj,B2,3604
моряк,n,B2,3605
седой,adj,B1,3606
поэтический,adj,B1,3607
что-либо,pron,B2,3608
одинаково,adv,B2,3609
формировать,v,B2,3610
планироваться,v,B2,3611
мощь,n,B2,3612
величайший,adj,B1,3613
видимость,n,B2,3614
акцент,n,A2,3615
замолчать,v,A2,3616
супруга,n,B2,3617
приблизительно,adv,B1,3618
ломать,v,A1,3619
правительственный,adj,B2,3620
торжественный,adj,B1,3621
предшествовать,v,C1,3622
пальто,n,A1,3623
блеск,n,B1,3624
дьявол,n prop,B2,3625
примечание,n,B2,3626
ружье,n,B2,3627
оптимальный,adj,B2,3628
вопреки,adpos,C1,3629
халат,n,A2,3630
арабский,adj,A1,3631
снизу,adv,A2,3632
крыса,n,B2,3633
казнь,n,B2,3634
служащий,n,B2,3635
развод,n,B1,3636
драгоценный,adj,B2,3637
колебание,n,B2,3638
безопасный,adj,B1,3639
муха,n,B2,3640
заодно,adv,C2,3641
цк,n,C2,3642
капитализм,n,B2,3643
устав,n,C1,3644
весенний,adj,A2,3645
могучий,adj,B2,3646
делить,v,A2,3647
ледяной,adj,B1,3648
жара,n,A2,3649
разбудить,v,A2,3650
предупреждение,n,B1,3651
нынче,adv,C2,3652
велосипед,n,A1,3653
оон,n prop,B2,3654
рецепт,n,B1,3655
фантастический,adj,B2,3656
смесь,n,B1,3657
творение,n,C1,3658
картошка,n,A1,3659
кредитный,adj,B1,3660
мелодия,n,B1,3661
загадочный,adj,C1,3662
студенческий,adj,B1,3663
вкусный,adj,A1,3664
шестьдесят,num,A1,3665
полно,adv,B2,3666
мастерство,n,B2,3667
радиостанция,n,B2,3668
конгресс,n,C1,3669
повсюду,adv,C1,3670
внешность,n,B1,3671
пешком,adv,A2,3672
персональный,adj,B2,3673
бюро,n,B2,3674
раздражать,v,B2,3675
идеологический,adj,B2,3676
столкновение,n,B2,3677
штраф,n,A1,3678
испанский,adj,A1,3679
сниться,v,B2,3680
мучить,v,B2,3681
дополнение,n,B2,3682
подчиненный,n,C1,3683
как минимум,mwe,B2,3684
цех,n,C1,3685
подчиняться,v,C1,3686
здравоохранение,n,B2,3687
